Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State/Province,Region,Product ID,Quantity Ordered
US-2023-121671-CHO-NUT-13000,2024-07-17,2024-08-22,Standard Class,121671,United States,Springfield,Missouri,Interior,CHO-NUT-13000,8
US-2023-121671-CHO-FUD-51000,2024-07-17,2024-08-17,Standard Class,121671,United States,Springfield,Missouri,Interior,CHO-FUD-51000,3
US-2023-114601-CHO-SCR-58000,2024-08-26,2024-09-17,Standard Class,114601,United States,Detroit,Michigan,Interior,CHO-SCR-58000,4
US-2023-114601-CHO-TRI-54000,2024-08-26,2024-09-23,Standard Class,114601,United States,Detroit,Michigan,Interior,CHO-TRI-54000,2
US-2023-114601-CHO-NUT-13000,2024-08-26,2024-09-17,Standard Class,114601,United States,Detroit,Michigan,Interior,CHO-NUT-13000,3
US-2024-114412-CHO-TRI-54000,2025-04-15,2025-05-02,Standard Class,114412,United States,Concord,North Carolina,Gulf,CHO-TRI-54000,3
US-2021-154963-CHO-FUD-51000,2022-06-22,2022-07-19,Standard Class,154963,United States,Chester,Pennsylvania,Atlantic,CHO-FUD-51000,5
US-2021-154963-CHO-TRI-54000,2022-06-22,2022-07-14,Standard Class,154963,United States,Chester,Pennsylvania,Atlantic,CHO-TRI-54000,3
US-2021-154963-CHO-MIL-31000,2022-06-22,2022-07-28,Standard Class,154963,United States,Chester,Pennsylvania,Atlantic,CHO-MIL-31000,3
US-2021-143210-CHO-FUD-51000,2022-12-01,2022-12-04,First Class,143210,United States,Lowell,Massachusetts,Atlantic,CHO-FUD-51000,2
US-2021-143210-CHO-MIL-31000,2022-12-01,2022-12-04,First Class,143210,United States,Lowell,Massachusetts,Atlantic,CHO-MIL-31000,3
US-2022-110863-CHO-FUD-51000,2023-11-17,2023-12-25,Standard Class,110863,United States,Oklahoma City,Oklahoma,Interior,CHO-FUD-51000,5
US-2023-147137-CHO-FUD-51000,2024-07-04,2024-07-05,First Class,147137,United States,San Francisco,California,Pacific,CHO-FUD-51000,5
US-2023-147137-CHO-MIL-31000,2024-07-04,2024-07-07,First Class,147137,United States,San Francisco,California,Pacific,CHO-MIL-31000,5
US-2023-147137-CHO-NUT-13000,2024-07-04,2024-07-05,First Class,147137,United States,San Francisco,California,Pacific,CHO-NUT-13000,4
US-2023-131205-CHO-TRI-54000,2024-09-04,2024-09-22,Standard Class,131205,United States,Georgetown,Kentucky,Gulf,CHO-TRI-54000,3
US-2023-131205-CHO-SCR-58000,2024-09-04,2024-10-07,Standard Class,131205,United States,Georgetown,Kentucky,Gulf,CHO-SCR-58000,3
US-2023-131205-CHO-MIL-31000,2024-09-04,2024-09-22,Standard Class,131205,United States,Georgetown,Kentucky,Gulf,CHO-MIL-31000,6
US-2021-152905-CHO-FUD-51000,2022-02-18,2022-03-13,Standard Class,152905,United States,Arlington,Texas,Interior,CHO-FUD-51000,2
US-2021-156587-CHO-NUT-13000,2022-03-07,2022-03-09,First Class,156587,United States,Seattle,Washington,Pacific,CHO-NUT-13000,1
US-2021-156587-CHO-FUD-51000,2022-03-07,2022-03-08,First Class,156587,United States,Seattle,Washington,Pacific,CHO-FUD-51000,3
US-2023-140935-CHO-MIL-31000,2024-11-10,2024-11-11,First Class,140935,United States,Oklahoma City,Oklahoma,Interior,CHO-MIL-31000,2
US-2023-140935-CHO-NUT-13000,2024-11-10,2024-11-12,First Class,140935,United States,Oklahoma City,Oklahoma,Interior,CHO-NUT-13000,2
US-2022-150511-CHO-MIL-31000,2023-09-18,2023-10-05,Standard Class,150511,United States,Des Moines,Washington,Pacific,CHO-MIL-31000,2
US-2023-108637-CHO-MIL-31000,2024-03-13,2024-04-23,Standard Class,108637,United States,Waynesboro,Virginia,Gulf,CHO-MIL-31000,2
US-2023-108637-CHO-TRI-54000,2024-03-13,2024-04-13,Standard Class,108637,United States,Waynesboro,Virginia,Gulf,CHO-TRI-54000,2
US-2023-108637-CHO-SCR-58000,2024-03-13,2024-04-03,Standard Class,108637,United States,Waynesboro,Virginia,Gulf,CHO-SCR-58000,4
US-2023-161207-CHO-NUT-13000,2024-08-29,2024-09-22,Standard Class,161207,United States,Concord,New Hampshire,Atlantic,CHO-NUT-13000,3
US-2023-129714-CHO-SCR-58000,2024-09-01,2024-09-04,First Class,129714,United States,New York City,New York,Atlantic,CHO-SCR-58000,1
US-2023-129714-CHO-FUD-51000,2024-09-01,2024-09-04,First Class,129714,United States,New York City,New York,Atlantic,CHO-FUD-51000,4
US-2023-129714-CHO-NUT-13000,2024-09-01,2024-09-03,First Class,129714,United States,New York City,New York,Atlantic,CHO-NUT-13000,2
US-2023-129714-CHO-TRI-54000,2024-09-01,2024-09-02,First Class,129714,United States,New York City,New York,Atlantic,CHO-TRI-54000,1
US-2024-159688-CHO-SCR-58000,2025-05-07,2025-06-10,Standard Class,159688,United States,Los Angeles,California,Pacific,CHO-SCR-58000,1
US-2024-134173-CHO-NUT-13000,2025-09-16,2025-10-24,Standard Class,134173,United States,Philadelphia,Pennsylvania,Atlantic,CHO-NUT-13000,4
US-2021-103100-CHO-NUT-13000,2022-12-20,2022-12-21,First Class,103100,United States,Indianapolis,Indiana,Interior,CHO-NUT-13000,3
US-2021-103100-CHO-FUD-51000,2022-12-20,2022-12-23,First Class,103100,United States,Indianapolis,Indiana,Interior,CHO-FUD-51000,1
US-2022-163181-CHO-SCR-58000,2023-11-07,2023-12-06,Standard Class,163181,United States,Houston,Texas,Interior,CHO-SCR-58000,5
US-2022-163181-CHO-MIL-31000,2023-11-07,2023-12-08,Standard Class,163181,United States,Houston,Texas,Interior,CHO-MIL-31000,10
US-2022-163181-CHO-TRI-54000,2023-11-07,2023-12-12,Standard Class,163181,United States,Houston,Texas,Interior,CHO-TRI-54000,2
US-2022-163181-CHO-NUT-13000,2023-11-07,2023-12-03,Standard Class,163181,United States,Houston,Texas,Interior,CHO-NUT-13000,3
US-2023-147431-CHO-TRI-54000,2024-02-02,2024-03-03,Standard Class,147431,United States,New York City,New York,Atlantic,CHO-TRI-54000,2
US-2023-122245-CHO-FUD-51000,2024-09-25,2024-11-03,Standard Class,122245,United States,Phoenix,Arizona,Pacific,CHO-FUD-51000,3
US-2023-117121-CHO-FUD-51000,2024-12-17,2025-01-14,Standard Class,117121,United States,Detroit,Michigan,Interior,CHO-FUD-51000,13
US-2024-121643-CHO-FUD-51000,2025-05-18,2025-05-21,First Class,121643,United States,Portland,Oregon,Pacific,CHO-FUD-51000,2
US-2024-126788-CHO-SCR-58000,2025-06-05,2025-06-08,First Class,126788,United States,Pearland,Texas,Interior,CHO-SCR-58000,3
US-2024-140781-CHO-MIL-31000,2025-08-03,2025-08-28,Standard Class,140781,United States,Bloomington,Illinois,Interior,CHO-MIL-31000,3
US-2024-153822-CHO-MIL-31000,2025-09-19,2025-10-29,Standard Class,153822,United States,Phoenix,Arizona,Pacific,CHO-MIL-31000,4
US-2024-153822-CHO-FUD-51000,2025-09-19,2025-10-05,Standard Class,153822,United States,Phoenix,Arizona,Pacific,CHO-FUD-51000,2
US-2024-153822-CHO-NUT-13000,2025-09-19,2025-10-13,Standard Class,153822,United States,Phoenix,Arizona,Pacific,CHO-NUT-13000,2
US-2021-169061-CHO-TRI-54000,2022-03-05,2022-03-11,Second Class,169061,United States,Yonkers,New York,Atlantic,CHO-TRI-54000,3
US-2021-169061-CHO-NUT-13000,2022-03-05,2022-03-18,Second Class,169061,United States,Yonkers,New York,Atlantic,CHO-NUT-13000,6
US-2022-168186-CHO-FUD-51000,2023-09-10,2023-10-19,Standard Class,168186,United States,Tulsa,Oklahoma,Interior,CHO-FUD-51000,3
US-2023-147970-CHO-TRI-54000,2024-01-31,2024-02-12,Second Class,147970,United States,Dallas,Texas,Interior,CHO-TRI-54000,3
US-2024-120761-CHO-FUD-51000,2025-09-04,2025-10-01,Standard Class,120761,United States,Long Beach,New York,Atlantic,CHO-FUD-51000,4
US-2021-139500-CHO-SCR-58000,2022-11-16,2022-12-02,Standard Class,139500,United States,Decatur,Illinois,Interior,CHO-SCR-58000,2
CA-2021-126634-CHO-FUD-51000,2022-12-20,2022-12-28,Second Class,126634,Canada,Vancouver,British Columbia,Pacific,CHO-FUD-51000,5
US-2022-131534-CHO-SCR-58000,2023-03-28,2023-04-20,Standard Class,131534,United States,Los Angeles,California,Pacific,CHO-SCR-58000,5
US-2022-131534-CHO-TRI-54000,2023-03-28,2023-04-23,Standard Class,131534,United States,Los Angeles,California,Pacific,CHO-TRI-54000,1
US-2022-144043-CHO-TRI-54000,2023-05-10,2023-05-31,Standard Class,144043,United States,Louisville,Colorado,Pacific,CHO-TRI-54000,4
US-2022-115945-CHO-SCR-58000,2023-06-25,2023-08-09,Standard Class,115945,United States,Los Angeles,California,Pacific,CHO-SCR-58000,2
US-2022-115945-CHO-TRI-54000,2023-06-25,2023-08-05,Standard Class,115945,United States,Los Angeles,California,Pacific,CHO-TRI-54000,3
US-2024-126634-CHO-FUD-51000,2025-03-30,2025-04-13,Second Class,126634,United States,Lakewood,California,Pacific,CHO-FUD-51000,5
US-2024-144932-CHO-FUD-51000,2025-04-14,2025-04-17,First Class,144932,United States,Toledo,Ohio,Atlantic,CHO-FUD-51000,3
US-2024-144932-CHO-SCR-58000,2025-04-14,2025-04-17,First Class,144932,United States,Toledo,Ohio,Atlantic,CHO-SCR-58000,3
US-2024-145737-CHO-TRI-54000,2025-09-15,2025-10-03,Standard Class,145737,United States,Lebanon,Tennessee,Gulf,CHO-TRI-54000,5
US-2021-122679-CHO-TRI-54000,2022-07-22,2022-08-08,Standard Class,122679,United States,Los Angeles,California,Pacific,CHO-TRI-54000,6
US-2022-142055-CHO-SCR-58000,2023-05-08,2023-05-10,First Class,142055,United States,New York City,New York,Atlantic,CHO-SCR-58000,2
US-2022-110093-CHO-MIL-31000,2023-12-03,2023-12-23,Standard Class,110093,United States,Philadelphia,Pennsylvania,Atlantic,CHO-MIL-31000,2
US-2022-110093-CHO-FUD-51000,2023-12-03,2023-12-31,Standard Class,110093,United States,Philadelphia,Pennsylvania,Atlantic,CHO-FUD-51000,2
US-2023-158708-SUG-SWE-91000,2024-06-26,2024-07-02,Second Class,158708,United States,Plano,Texas,Interior,SUG-SWE-91000,2
US-2023-151323-CHO-NUT-13000,2024-10-23,2024-11-07,Standard Class,151323,United States,Seattle,Washington,Pacific,CHO-NUT-13000,5
US-2023-151155-CHO-MIL-31000,2024-12-20,2025-01-14,Standard Class,151155,United States,Jackson,Mississippi,Gulf,CHO-MIL-31000,4
US-2023-151155-CHO-TRI-54000,2024-12-20,2025-01-17,Standard Class,151155,United States,Jackson,Mississippi,Gulf,CHO-TRI-54000,2
US-2024-127705-CHO-SCR-58000,2025-06-02,2025-06-30,Standard Class,127705,United States,Lorain,Ohio,Atlantic,CHO-SCR-58000,2
US-2024-155873-CHO-MIL-31000,2025-06-16,2025-07-20,Standard Class,155873,United States,Carlsbad,New Mexico,Pacific,CHO-MIL-31000,3
US-2024-155873-CHO-SCR-58000,2025-06-16,2025-07-26,Standard Class,155873,United States,Carlsbad,New Mexico,Pacific,CHO-SCR-58000,2
US-2024-126662-CHO-SCR-58000,2025-07-17,2025-08-12,Standard Class,126662,United States,Los Angeles,California,Pacific,CHO-SCR-58000,2
US-2021-115336-CHO-NUT-13000,2022-11-18,2022-12-20,Standard Class,115336,United States,Chicago,Illinois,Interior,CHO-NUT-13000,5
US-2022-111234-CHO-NUT-13000,2023-02-18,2023-03-21,Standard Class,111234,United States,Los Angeles,California,Pacific,CHO-NUT-13000,3
US-2022-158323-CHO-NUT-13000,2023-11-30,2023-12-03,First Class,158323,United States,Jacksonville,North Carolina,Gulf,CHO-NUT-13000,2
US-2021-129924-CHO-FUD-51000,2022-07-12,2022-08-10,Standard Class,129924,United States,San Francisco,California,Pacific,CHO-FUD-51000,3
US-2023-144400-CHO-SCR-58000,2024-02-23,2024-03-21,Standard Class,144400,United States,Philadelphia,Pennsylvania,Atlantic,CHO-SCR-58000,3
US-2024-158218-CHO-MIL-31000,2025-05-12,2025-05-26,Second Class,158218,United States,Houston,Texas,Interior,CHO-MIL-31000,4
US-2024-158218-CHO-FUD-51000,2025-05-12,2025-05-21,Second Class,158218,United States,Houston,Texas,Interior,CHO-FUD-51000,5
US-2021-167262-CHO-FUD-51000,2022-10-31,2022-11-08,Second Class,167262,United States,Avondale,Arizona,Pacific,CHO-FUD-51000,8
US-2022-106495-CHO-TRI-54000,2023-06-15,2023-06-16,First Class,106495,United States,Tampa,Florida,Gulf,CHO-TRI-54000,1
US-2022-164441-CHO-SCR-58000,2023-11-08,2023-12-18,Standard Class,164441,United States,New York City,New York,Atlantic,CHO-SCR-58000,11
US-2023-116232-CHO-FUD-51000,2024-09-22,2024-11-04,Standard Class,116232,United States,Pembroke Pines,Florida,Gulf,CHO-FUD-51000,9
US-2023-116232-CHO-MIL-31000,2024-09-22,2024-10-23,Standard Class,116232,United States,Pembroke Pines,Florida,Gulf,CHO-MIL-31000,2
US-2023-163573-CHO-NUT-13000,2024-11-24,2024-11-26,First Class,163573,United States,Seattle,Washington,Pacific,CHO-NUT-13000,5
US-2024-141789-CHO-FUD-51000,2025-10-03,2025-10-04,First Class,141789,United States,Minneapolis,Minnesota,Interior,CHO-FUD-51000,2
US-2022-100734-CHO-TRI-54000,2023-09-15,2023-10-07,Standard Class,100734,United States,Philadelphia,Pennsylvania,Atlantic,CHO-TRI-54000,4
US-2022-100734-CHO-MIL-31000,2023-09-15,2023-10-03,Standard Class,100734,United States,Philadelphia,Pennsylvania,Atlantic,CHO-MIL-31000,2
US-2024-136007-CHO-SCR-58000,2025-02-23,2025-03-18,Standard Class,136007,United States,Seattle,Washington,Pacific,CHO-SCR-58000,5
US-2024-136007-CHO-TRI-54000,2025-02-23,2025-03-18,Standard Class,136007,United States,Seattle,Washington,Pacific,CHO-TRI-54000,5
US-2024-101637-CHO-TRI-54000,2025-03-24,2025-03-24,Same Day,101637,United States,Beaumont,Texas,Interior,CHO-TRI-54000,2
US-2024-157987-CHO-FUD-51000,2025-09-02,2025-10-14,Standard Class,157987,United States,New York City,New York,Atlantic,CHO-FUD-51000,5
US-2024-157987-CHO-NUT-13000,2025-09-02,2025-10-08,Standard Class,157987,United States,New York City,New York,Atlantic,CHO-NUT-13000,2
US-2024-157987-CHO-MIL-31000,2025-09-02,2025-10-15,Standard Class,157987,United States,New York City,New York,Atlantic,CHO-MIL-31000,1
US-2024-157987-CHO-SCR-58000,2025-09-02,2025-10-14,Standard Class,157987,United States,New York City,New York,Atlantic,CHO-SCR-58000,4
US-2021-122021-CHO-SCR-58000,2022-10-15,2022-10-16,First Class,122021,United States,Parma,Ohio,Atlantic,CHO-SCR-58000,2
US-2021-122021-CHO-FUD-51000,2022-10-15,2022-10-17,First Class,122021,United States,Parma,Ohio,Atlantic,CHO-FUD-51000,2
US-2023-134544-CHO-MIL-31000,2024-03-17,2024-03-28,Second Class,134544,United States,San Francisco,California,Pacific,CHO-MIL-31000,2
US-2023-161928-CHO-FUD-51000,2024-06-27,2024-07-09,Second Class,161928,United States,San Francisco,California,Pacific,CHO-FUD-51000,2
US-2023-158617-CHO-TRI-54000,2024-09-22,2024-11-02,Standard Class,158617,United States,Lawrence,Indiana,Interior,CHO-TRI-54000,6
US-2024-135650-CHO-TRI-54000,2025-03-23,2025-05-07,Standard Class,135650,United States,Huntsville,Texas,Interior,CHO-TRI-54000,2
US-2021-128062-CHO-SCR-58000,2022-11-19,2022-12-03,Second Class,128062,United States,Philadelphia,Pennsylvania,Atlantic,CHO-SCR-58000,1
US-2021-152030-CHO-SCR-58000,2022-12-26,2023-01-06,Second Class,152030,United States,Houston,Texas,Interior,CHO-SCR-58000,3
US-2022-120439-CHO-SCR-58000,2023-06-14,2023-07-15,Standard Class,120439,United States,Philadelphia,Pennsylvania,Atlantic,CHO-SCR-58000,6
US-2022-124268-CHO-NUT-13000,2023-07-04,2023-08-14,Standard Class,124268,United States,New York City,New York,Atlantic,CHO-NUT-13000,3
US-2024-127432-CHO-SCR-58000,2025-01-22,2025-02-13,Standard Class,127432,United States,Great Falls,Montana,Pacific,CHO-SCR-58000,2
US-2024-127432-CHO-TRI-54000,2025-01-22,2025-02-28,Standard Class,127432,United States,Great Falls,Montana,Pacific,CHO-TRI-54000,3
US-2024-136784-CHO-FUD-51000,2025-04-30,2025-06-05,Standard Class,136784,United States,San Francisco,California,Pacific,CHO-FUD-51000,4
US-2022-168634-CHO-TRI-54000,2023-12-06,2023-12-27,Standard Class,168634,United States,San Francisco,California,Pacific,CHO-TRI-54000,2
US-2023-126270-CHO-SCR-58000,2024-04-23,2024-06-03,Standard Class,126270,United States,San Clemente,California,Pacific,CHO-SCR-58000,7
US-2023-139234-CHO-FUD-51000,2024-05-06,2024-06-19,Standard Class,139234,United States,Chicago,Illinois,Interior,CHO-FUD-51000,2
US-2023-139234-CHO-NUT-13000,2024-05-06,2024-05-22,Standard Class,139234,United States,Chicago,Illinois,Interior,CHO-NUT-13000,2
US-2023-146934-CHO-TRI-54000,2024-05-22,2024-07-04,Standard Class,146934,United States,Passaic,New Jersey,Atlantic,CHO-TRI-54000,2
US-2023-146934-CHO-NUT-13000,2024-05-22,2024-07-04,Standard Class,146934,United States,Passaic,New Jersey,Atlantic,CHO-NUT-13000,4
US-2023-146934-CHO-SCR-58000,2024-05-22,2024-07-05,Standard Class,146934,United States,Passaic,New Jersey,Atlantic,CHO-SCR-58000,6
US-2023-146934-CHO-MIL-31000,2024-05-22,2024-06-16,Standard Class,146934,United States,Passaic,New Jersey,Atlantic,CHO-MIL-31000,5
US-2024-125269-CHO-FUD-51000,2025-04-24,2025-05-17,Standard Class,125269,United States,Chicago,Illinois,Interior,CHO-FUD-51000,5
US-2024-125269-CHO-MIL-31000,2025-04-24,2025-05-20,Standard Class,125269,United States,Chicago,Illinois,Interior,CHO-MIL-31000,1
US-2021-114181-CHO-TRI-54000,2022-05-10,2022-05-17,Second Class,114181,United States,Philadelphia,Pennsylvania,Atlantic,CHO-TRI-54000,7
US-2021-114181-CHO-SCR-58000,2022-05-10,2022-05-21,Second Class,114181,United States,Philadelphia,Pennsylvania,Atlantic,CHO-SCR-58000,5
US-2021-103702-CHO-TRI-54000,2022-09-12,2022-10-27,Standard Class,103702,United States,Fairfield,Ohio,Atlantic,CHO-TRI-54000,7
US-2022-114300-CHO-TRI-54000,2023-10-13,2023-11-01,Standard Class,114300,United States,Louisville,Kentucky,Gulf,CHO-TRI-54000,3
US-2023-115588-CHO-MIL-31000,2024-11-10,2024-11-23,Second Class,115588,United States,Toledo,Ohio,Atlantic,CHO-MIL-31000,3
US-2023-115588-CHO-SCR-58000,2024-11-10,2024-11-23,Second Class,115588,United States,Toledo,Ohio,Atlantic,CHO-SCR-58000,5
US-2021-167164-CHO-FUD-51000,2022-05-13,2022-05-21,Second Class,167164,United States,West Jordan,Utah,Pacific,CHO-FUD-51000,2
US-2021-103058-CHO-TRI-54000,2022-07-23,2022-07-25,First Class,103058,United States,New York City,New York,Atlantic,CHO-TRI-54000,2
CA-2021-153738-CHO-SCR-58000,2022-09-20,2022-09-21,First Class,153738,Canada,Toronto,Ontario,Atlantic,CHO-SCR-58000,6
US-2022-153738-CHO-SCR-58000,2023-09-20,2023-09-22,First Class,153738,United States,Lawrence,Massachusetts,Atlantic,CHO-SCR-58000,6
CA-2022-153738-CHO-SCR-58000,2023-09-20,2023-09-21,First Class,153738,Canada,Toronto,Ontario,Atlantic,CHO-SCR-58000,2
US-2023-105732-CHO-TRI-54000,2024-09-13,2024-10-03,Standard Class,105732,United States,Omaha,Nebraska,Interior,CHO-TRI-54000,14
US-2023-105732-CHO-NUT-13000,2024-09-13,2024-09-28,Standard Class,105732,United States,Omaha,Nebraska,Interior,CHO-NUT-13000,2
US-2023-105732-CHO-SCR-58000,2024-09-13,2024-10-14,Standard Class,105732,United States,Omaha,Nebraska,Interior,CHO-SCR-58000,5
US-2023-105732-CHO-MIL-31000,2024-09-13,2024-09-28,Standard Class,105732,United States,Omaha,Nebraska,Interior,CHO-MIL-31000,3
US-2023-105732-CHO-FUD-51000,2024-09-13,2024-10-16,Standard Class,105732,United States,Omaha,Nebraska,Interior,CHO-FUD-51000,2
CA-2023-153738-CHO-SCR-58000,2024-09-20,2024-09-22,First Class,153738,Canada,Toronto,Ontario,Atlantic,CHO-SCR-58000,6
US-2024-139416-CHO-MIL-31000,2025-03-27,2025-04-06,Second Class,139416,United States,Philadelphia,Pennsylvania,Atlantic,CHO-MIL-31000,2
CA-2024-153738-CHO-SCR-58000,2025-09-20,2025-09-23,First Class,153738,Canada,Toronto,Ontario,Atlantic,CHO-SCR-58000,6
US-2021-147298-CHO-NUT-13000,2022-04-26,2022-05-11,Standard Class,147298,United States,Los Angeles,California,Pacific,CHO-NUT-13000,3
US-2021-147298-CHO-SCR-58000,2022-04-26,2022-05-29,Standard Class,147298,United States,Los Angeles,California,Pacific,CHO-SCR-58000,6
US-2022-166800-CHO-MIL-31000,2023-11-19,2023-12-11,Standard Class,166800,United States,Las Vegas,Nevada,Pacific,CHO-MIL-31000,4
US-2023-143749-OTH-LIC-15000,2024-12-05,2024-12-08,First Class,143749,United States,Franklin,Massachusetts,Atlantic,OTH-LIC-15000,1
US-2024-161823-CHO-FUD-51000,2025-09-03,2025-10-12,Standard Class,161823,United States,San Francisco,California,Pacific,CHO-FUD-51000,2
US-2023-104150-CHO-TRI-54000,2024-08-03,2024-08-10,Second Class,104150,United States,Tulsa,Oklahoma,Interior,CHO-TRI-54000,3
US-2021-158470-CHO-SCR-58000,2022-04-19,2022-05-01,Second Class,158470,United States,Arlington,Virginia,Gulf,CHO-SCR-58000,3
US-2021-158470-CHO-MIL-31000,2022-04-19,2022-05-02,Second Class,158470,United States,Arlington,Virginia,Gulf,CHO-MIL-31000,11
US-2021-125171-CHO-SCR-58000,2022-09-03,2022-09-03,Same Day,125171,United States,New York City,New York,Atlantic,CHO-SCR-58000,5
US-2023-109820-CHO-MIL-31000,2024-11-20,2024-11-22,First Class,109820,United States,Cincinnati,Ohio,Atlantic,CHO-MIL-31000,3
US-2023-136483-CHO-NUT-13000,2024-12-01,2024-12-30,Standard Class,136483,United States,Knoxville,Tennessee,Gulf,CHO-NUT-13000,2
US-2024-107244-CHO-FUD-51000,2025-09-07,2025-10-21,Standard Class,107244,United States,Los Angeles,California,Pacific,CHO-FUD-51000,4
US-2022-104241-CHO-TRI-54000,2023-01-04,2023-02-01,Standard Class,104241,United States,Alexandria,Virginia,Gulf,CHO-TRI-54000,14
US-2022-162201-CHO-MIL-31000,2023-06-08,2023-07-11,Standard Class,162201,United States,Saint Petersburg,Florida,Gulf,CHO-MIL-31000,7
US-2022-162201-CHO-TRI-54000,2023-06-08,2023-06-23,Standard Class,162201,United States,Saint Petersburg,Florida,Gulf,CHO-TRI-54000,2
US-2022-162201-CHO-SCR-58000,2023-06-08,2023-07-15,Standard Class,162201,United States,Saint Petersburg,Florida,Gulf,CHO-SCR-58000,3
US-2022-162201-OTH-GUM-21000,2023-06-08,2023-06-28,Standard Class,162201,United States,Saint Petersburg,Florida,Gulf,OTH-GUM-21000,10
US-2022-142692-CHO-SCR-58000,2023-10-23,2023-11-07,Standard Class,142692,United States,Seattle,Washington,Pacific,CHO-SCR-58000,1
US-2022-118738-CHO-SCR-58000,2023-10-24,2023-11-25,Standard Class,118738,United States,Houston,Texas,Interior,CHO-SCR-58000,7
US-2022-118738-CHO-FUD-51000,2023-10-24,2023-11-18,Standard Class,118738,United States,Houston,Texas,Interior,CHO-FUD-51000,2
US-2022-118738-CHO-TRI-54000,2023-10-24,2023-11-23,Standard Class,118738,United States,Houston,Texas,Interior,CHO-TRI-54000,3
US-2022-156146-CHO-MIL-31000,2023-10-26,2023-11-02,Second Class,156146,United States,Peoria,Arizona,Pacific,CHO-MIL-31000,2
US-2022-156146-CHO-SCR-58000,2023-10-26,2023-10-31,Second Class,156146,United States,Peoria,Arizona,Pacific,CHO-SCR-58000,2
US-2022-111948-CHO-FUD-51000,2023-11-11,2023-11-11,Same Day,111948,United States,Detroit,Michigan,Interior,CHO-FUD-51000,2
